movie_id,actor_name
47,John Cassini
47,Peter Crombie
48,Irene Bedard
48,Mel Gibson
48,David Ogden Stiers
48,John Kassir
48,Christian Bale
49,Pascale Bussières
49,Rachael Crawford
49,Henry Czerny
49,David Fox
49,Don McKellar
50,Stephen Baldwin
50,Gabriel Byrne
50,Benicio del Toro
50,Kevin Pollak
50,Kevin Spacey
52,Woody Allen
52,Mira Sorvino
52,Helena Bonham Carter
52,F. Murray Abraham
52,Donald Symington
53,Enrico Lo Verso
53,Michele Placido
53,Piro Milkani
53,Carmelo Di Mazzarelli
53,Elida Janushi
54,Olivia d'Abo
54,Steve Guttenberg
54,Chauncey Leopardi
54,Patrick Renna
54,Billy L. Sullivan
55,Jennifer Jason Leigh
55,Mare Winningham
55,Ted Levine
55,Max Perlich
55,John Doe
57,Holly Hunter
57,Robert Downey Jr.
57,Anne Bancroft
57,Charles Durning
57,Dylan McDermott
58,Massimo Troisi
58,Philippe Noiret
58,Maria Grazia Cucinotta
58,Renato Scarpa
58,Linda Moretti
60,Hal Scardino
60,Litefoot
60,Lindsay Crouse
60,Richard Jenkins
60,Rishi Bhat
61,Sally Field
61,Kiefer Sutherland
61,Ed Harris
61,Beverly D'Angelo
61,Charlayne Woodard
62,Richard Dreyfuss
62,Glenne Headly
62,Jay Thomas
62,Olympia Dukakis
62,William H. Macy
63,Shawn Wayans
63,Marlon Wayans
63,Tracey Cherelle Jones
63,Chris Spencer
63,Vivica A. Fox
64,Sandra Bullock
64,Denis Leary
64,Yaphet Kotto
64,Stephen Dillane
64,Tracey Cherelle Jones
65,Pauly Shore
65,Stephen Baldwin
65,William Atherton
65,Joey Lauren Adams
65,Teresa Hill
66,Patrick Bergin
66,Matt Frewer
66,Austin O'Brien
66,Ely Pouget
66,Camille Cooper
68,Victoria Abril
68,Josiane Balasko
68,Alain Chabat
68,Ticky Holgado
68,Catherine Hiegel
69,Ice Cube
69,Chris Tucker
69,Nia Long
69,Tommy Lister Jr.
69,John Witherspoon
70,George Clooney
70,Quentin Tarantino
70,Harvey Keitel
70,Juliette Lewis
70,Ernest Liu
71,William Baldwin
71,Cindy Crawford
71,Steven Berkoff
71,Christopher McDonald
71,Miguel Sandoval
72,Josh Hamilton
72,Olivia d'Abo
72,Chris Eigeman
72,Parker Posey
72,Jason Wiles
73,Jean-Paul Belmondo
73,Michel Boujenah
73,Alessandra Martines
73,Salomé Lelouch
73,Annie Girardot
74,Christian Slater
74,Mary Stuart Masterson
74,Pamela Adlon
74,Josh Brolin
74,Brian Tarantina
75,Rick Moranis
75,Tom Arnold
75,Julianne Phillips
75,Carol Kane
75,Jeffrey Tambor
76,Peter Weller
76,Jennifer Rubin
76,Roy Dupuis
76,Andrew Lauer
76,Liliana Głąbczyńska
77,Nico
77,Tina Aumont
77,Christian Aaron Boulogne
77,Jackson Browne
77,John Cale
78,Jack Nicholson
78,David Morse
78,Anjelica Huston
78,Robin Wright
78,Piper Laurie
79,Demi Moore
79,Alec Baldwin
79,Joseph Gordon-Levitt
79,Anne Heche
79,James Gandolfini
80,Aida Mohammadkhani
80,Mohsen Kafili
80,Fereshteh Sadr Orafaee
80,Anna Borkowska
80,Mohammad Shahani
81,Andy García
81,Christopher Lloyd
81,William Forsythe
81,Bill Nunn
81,Treat Williams
82,Willeke van Ammelrooy
82,Els Dottermans
82,Dora van der Groen
82,Veerle van Overloop
82,Carolien Spoor
83,Al Freeman Jr.
83,Phylicia Rashād
83,Paula Kelly
83,Salli Richardson-Whitfield
83,Anna Maria Horsford
85,Mark Rylance
85,Kristin Scott Thomas
85,Patsy Kensit
85,Jeremy Kemp
85,Douglas Henshall
86,Jeff Bridges
86,Caroline Goodall
86,John Savage
86,Scott Wolf
86,Jeremy Sisto
87,Sam the Orangutan
87,Jason Alexander
87,Faye Dunaway
87,Rupert Everett
87,Graham Sack
88,Chris Farley
88,David Spade
88,Tim Matheson
88,Gary Busey
88,Chris Owen
89,Johnny Depp
89,Courtney Chase
89,Charles S. Dutton
89,Christopher Walken
89,Roma Maffia
92,Julia Roberts
92,John Malkovich
92,George Cole
92,Michael Gambon
92,Glenn Close
93,Angela Bassett
93,Eddie Murphy
93,Allen Payne
93,Kadeem Hardison
93,John Witherspoon
94,Timothy Hutton
94,Matt Dillon
94,Noah Emmerich
94,Annabeth Gish
94,Lauren Holly
95,John Travolta
95,Christian Slater
95,Samantha Mathis
95,Delroy Lindo
95,Frank Whaley
96,Michael Maloney
96,Richard Briers
96,Joan Collins
96,Nicholas Farrell
96,Julia Sawalha
97,Vincent Cassel
97,Hubert Koundé
97,Saïd Taghmaoui
97,Abdel Ahmed Ghili
97,Solo
99,Nick Broomfield
99,Heidi Fleiss
99,Madam Alex
99,Ivan Nagy
99,Corinne Bohrer
100,Al Pacino
100,John Cusack
100,Bridget Fonda
100,Danny Aiello
100,Martin Landau
101,Luke Wilson
101,Owen Wilson
101,Robert Musgrave
101,Lumi Cavazos
101,James Caan
102,Ellen DeGeneres
102,Bill Pullman
102,Joan Cusack
102,Dean Stockwell
102,Joan Plowright
103,Ray Liotta
103,Linda Fiorentino
103,Peter Coyote
103,Christopher McDonald
103,David Paymer
104,Adam Sandler
104,Christopher McDonald
104,Julie Bowen
104,Frances Bay
104,Carl Weathers
105,Meryl Streep
105,Clint Eastwood
105,Annie Corley
105,Victor Slezak
105,Jim Haynie
106,Maria Schrader
106,Pierre Sanoussi-Bliss
106,Michael von Au
106,Elisabeth Trissenaar
106,Joachim Król
107,Tim Curry
107,Billy Connolly
107,Jennifer Saunders
107,Kevin Bishop
107,Dave Goelz
108,Christy Turlington
108,Azzedine Alaïa
108,Giorgio Armani
108,Nadja Auermann
108,Sandra Bernhard
110,Mel Gibson
110,Catherine McCormack
110,Sophie Marceau
110,Patrick McGoohan
110,Angus Macfadyen
111,Robert De Niro
111,Jodie Foster
111,Cybill Shepherd
111,Harvey Keitel
111,Peter Boyle
112,Jackie Chan
112,Anita Mui Yim-Fong
112,Françoise Yip
112,Bill Tung Biu
112,Marc Akerstream
113,Meryl Streep
113,Liam Neeson
113,Edward Furlong
113,Alfred Molina
113,Julia Weldon
116,Kenneth Branagh
116,Glenn Close
116,Anne Frank
116,Otto Frank
117,Hugh O'Conor
117,Antony Sher
117,Ruth Sheen
117,Roger Lloyd Pack
117,Charlotte Coleman
118,Sarah Jessica Parker
118,Eric Schaeffer
118,Ben Stiller
118,Elle Macpherson
118,James Rebhorn
119,Andy García
119,Alan Arkin
119,Rachel Ticotin
119,Joe Pantoliano
119,Ally Walker
121,Henry Czerny
121,Johnny Morina
121,Brian Dooley
121,Philip Dinn
121,Brian Dodd
122,Eddie Murphy
122,Robin Givens
122,Halle Berry
122,David Alan Grier
122,Grace Jones
123,Takeshi Kaneshiro
123,Brigitte Lin Ching-Hsia
123,Tony Leung Chiu-Wai
123,Faye Wong
123,Valerie Chow Kar-Ling
125,Ben Stiller
125,Patricia Arquette
125,Téa Leoni
125,Mary Tyler Moore
125,George Segal
126,Jason James Richter
126,Melody Kay
126,Jack Black
126,Ryan Bollman
126,Freddie Jones
128,Maggie Cogan
129,Josh Charles
129,Anne Heche
129,John Goodman
129,Christine Lahti
129,Christine Ebersole
132,David Caruso
132,Linda Fiorentino
132,Chazz Palminteri
132,Richard Crenna
132,Michael Biehn
135,Kelsey Grammer
135,Lauren Holly
135,Rob Schneider
135,Harry Dean Stanton
135,Bruce Dern
137,Dirk Shafer
137,Mary Stein
137,Claudette Sutherland
137,Cal Bartlett
137,Vivian Paxton
140,Robert Redford
140,Michelle Pfeiffer
140,Stockard Channing
140,Joe Mantegna
140,Kate Nelligan
141,Robin Williams
141,Gene Hackman
141,Nathan Lane
141,Dan Futterman
141,Dianne Wiest
144,Shari Albert
144,Maxine Bahns
144,Catharine Bolz
144,Connie Britton
144,Edward Burns
145,Will Smith
145,Martin Lawrence
145,Téa Leoni
145,Tchéky Karyo
145,Joe Pantoliano
146,Stephen Lang
146,Ryan Slater
146,Ding Yi
146,Brian Wagner
146,Isabella Hofmann
147,Leonardo DiCaprio
147,Mark Wahlberg
147,Lorraine Bracco
147,Michael Imperioli
147,Ernie Hudson
148,Alan Rickman
148,Hugh Grant
148,Georgina Cates
148,Alun Armstrong
148,Peter Firth
149,Isabelle Huppert
149,Martin Donovan
149,Elina Löwensohn
149,Damian Young
149,Chuck Montgomery
150,Tom Hanks
150,Bill Paxton
150,Kevin Bacon
150,Gary Sinise
150,Ed Harris
151,Liam Neeson
151,Jessica Lange
151,John Hurt
151,Tim Roth
151,Eric Stoltz
152,Lili Taylor
152,Christopher Walken
152,Annabella Sciorra
152,Edie Falco
152,Paul Calderon
153,Val Kilmer
153,Tommy Lee Jones
153,Jim Carrey
153,Nicole Kidman
153,Chris O'Donnell
154,Catherine Deneuve
154,Jean Sorel
154,Michel Piccoli
154,Geneviève Page
154,Pierre Clémenti
155,Patricia Arquette
155,U Aung Ko
155,Frances McDormand
155,Spalding Gray
155,Tiara Jacquelina
156,Harvey Keitel
156,Lou Reed
156,Michael J. Fox
156,Roseanne Barr
156,Lily Tomlin
157,John Candy
157,Alan Alda
157,Rhea Perlman
157,Kevin Pollak
157,Rip Torn
158,Malachi Pearson
158,Christina Ricci
158,Bill Pullman
158,Cathy Moriarty
158,Eric Idle
159,Harvey Keitel
159,John Turturro
159,Delroy Lindo
159,Mekhi Phifer
159,Isaiah Washington
160,Laura Linney
160,Dylan Walsh
160,Ernie Hudson
160,Tim Curry
160,Grant Heslov
161,Denzel Washington
161,Gene Hackman
161,Matt Craven
161,George Dzundza
161,Viggo Mortensen
162,Robert Crumb
162,Aline Kominsky
162,Charles Crumb
162,Maxon Crumb
162,Robert Hughes
163,Antonio Banderas
163,Salma Hayek Pinault
163,Joaquim de Almeida
163,Steve Buscemi
163,Cheech Marin
164,Denzel Washington
164,Tom Sizemore
164,Jennifer Beals
164,Don Cheadle
164,Maury Chaykin
165,Bruce Willis
165,Samuel L. Jackson
165,Jeremy Irons
165,Larry Bryggman
165,Graham Greene
166,Rose McGowan
166,James Duval
166,Johnathon Schaech
166,Cress Williams
166,Dustin Nguyen
168,Sean Connery
168,Richard Gere
168,Julia Ormond
168,Ben Cross
168,Liam Cunningham
169,Jason James Richter
169,Michael Madsen
169,Jayne Atkinson
169,August Schellenberg
169,Mary Kate Schellhardt
170,Jonny Lee Miller
170,Angelina Jolie
170,Jesse Bradford
170,Matthew Lillard
170,Renoly Santiago
171,Steven Weber
171,Patrick Stewart
171,Michael T. Weiss
171,Bryan Batt
171,Nathan Lane
172,Keanu Reeves
172,Dina Meyer
172,Takeshi Kitano
172,Ice-T
172,Dolph Lundgren
173,Sylvester Stallone
173,Diane Lane
173,Armand Assante
173,Rob Schneider
173,Jürgen Prochnow
174,Pauly Shore
174,Tia Carrere
174,Stanley Tucci
174,Brian Doyle-Murray
174,Abe Vigoda
175,Leo Fitzpatrick
175,Justin Pierce
175,Chloë Sevigny
175,Rosario Dawson
175,Yakira Peguero
176,Steve Buscemi
176,Catherine Keener
176,Dermot Mulroney
176,Danielle von Zerneck
176,James Le Gros
177,Scott Bakula
177,Kevin J. O'Connor
177,Famke Janssen
177,Joel Swetow
177,Daniel von Bargen
178,Thomas Gibson
178,Ruth Marshall
178,Cameron Bancroft
178,Mia Kirshner
178,Joanne Vannicola
179,Chris O'Donnell
179,Drew Barrymore
179,Matthew Lillard
179,Richard Chaim
179,Robert Nadir
180,Jason Lee
180,Jeremy London
180,Shannen Doherty
180,Claire Forlani
180,Ben Affleck
181,David Yost
181,Steve Cardenas
181,Amy Jo Johnson
181,Karan Ashley
181,Johnny Yong Bosch
183,Marina Zudina
183,Fay Ripley
183,Evan Richards
183,Igor Volkov
183,Sergei Karlenkov
184,Elina Löwensohn
184,Suzy Amis
184,Galaxy Craze
184,Martin Donovan
184,Peter Fonda
185,Sandra Bullock
185,Jeremy Northam
185,Dennis Miller
185,Wendy Gazelle
185,Diane Baker
186,Hugh Grant
186,Julianne Moore
186,Tom Arnold
186,Joan Cusack
186,Jeff Goldblum
187,Parker Posey
187,Guillermo Díaz
187,Liev Schreiber
187,Omar Townsend
187,Anthony DeSando
188,Christopher Walken
188,Elias Koteas
188,Virginia Madsen
188,Eric Stoltz
188,Viggo Mortensen
189,Mia Farrow
189,Scott Glenn
189,Mary-Louise Parker
189,Tony Goldwyn
189,Stephen Dorff
190,Julianne Moore
190,Xander Berkeley
190,Dean Norris
190,Julie Burgess
190,Ronnie Farer
191,Demi Moore
191,Gary Oldman
191,Robert Duvall
191,Robert Prosky
191,Edward Hardwicke
193,Elizabeth Berkley
193,Kyle MacLachlan
193,Gina Gershon
193,Glenn Plummer
193,Robert Davi
194,Harvey Keitel
194,William Hurt
194,Stockard Channing
194,Harold Perrineau
194,Forest Whitaker
195,Julia Roberts
195,Dennis Quaid
195,Robert Duvall
195,Gena Rowlands
195,Kyra Sedgwick
196,Natasha Henstridge
196,Ben Kingsley
196,Michael Madsen
196,Marg Helgenberger
196,Alfred Molina
198,Ralph Fiennes
198,Angela Bassett
198,Juliette Lewis
198,Tom Sizemore
198,Michael Wincott
199,Catherine Deneuve
199,Nino Castelnuovo
199,Anne Vernon
199,Mireille Perrey
199,Marc Michel
201,Patrick Swayze
201,Mary Elizabeth Mastrantonio
201,Joseph Mazzello
201,David Marshall Grant
201,Jay O. Sanders
202,Leonardo DiCaprio
202,David Thewlis
202,Romane Bohringer
202,Dominique Blanc
202,Nita Klein
203,Patrick Swayze
203,Wesley Snipes
203,John Leguizamo
203,Stockard Channing
203,Blythe Danner
204,Steven Seagal
204,Eric Bogosian
204,Katherine Heigl
204,Morris Chestnut
204,Everett McGill
205,Andie MacDowell
205,John Turturro
205,Michael Richards
205,Maury Chaykin
205,Nathan Watt
206,Isaac Mizrahi
206,Sandra Bernhard
206,Naomi Campbell
206,John Galliano
206,Kate Moss
207,Keanu Reeves
207,Aitana Sánchez-Gijón
207,Anthony Quinn
207,Angélica Aragón
207,Evangelina Elizondo
208,Kevin Costner
208,Dennis Hopper
208,Jeanne Tripplehorn
208,Tina Majorino
208,R. D. Call
209,John Travolta
209,Harry Belafonte
209,Kelly Lynch
209,Margaret Avery
209,Tom Bower
210,Jeff Bridges
210,Ellen Barkin
210,John Hurt
210,Diane Lane
210,Keith Carradine
211,Albert Finney
211,Greta Scacchi
211,Matthew Modine
211,Julian Sands
211,Michael Gambon
212,Daniel Stern
212,Jon Polito
212,Brad Sullivan
212,Ann Dowd
212,Anthony Heald
213,Nikita Mikhalkov
213,Oleg Menshikov
213,Ingeborga Dapkūnaitė
213,Vyacheslav Tikhonov
213,Nadezhda Mikhalkova
214,Katrin Cartlidge
214,Rade Šerbedžija
214,Grégoire Colin
214,Labina Mitevska
214,Phyllida Law
215,Ethan Hawke
215,Julie Delpy
215,Andrea Eckert
215,Hanno Pöschl
215,Karl Bruckschwaiger
216,Adam Sandler
216,Bradley Whitford
216,Josh Mostel
216,Bridgette Wilson-Sampras
216,Darren McGavin
217,Alicia Silverstone
217,Jeremy London
217,J.T. Walsh
217,Nicky Katt
217,Lee Garlington
218,Whoopi Goldberg
218,Mary-Louise Parker
218,Drew Barrymore
218,Matthew McConaughey
218,James Remar
219,Joseph Mazzello
219,Brad Renfro
219,Annabella Sciorra
219,Diana Scarwid
219,Bruce Davison
220,Jeffrey Combs
220,Barbara Crampton
220,Jonathan Fuller
220,Jessica Dollarhide
220,Massimo Sarchielli
222,Chris O'Donnell
222,Minnie Driver
222,Geraldine O'Rawe
222,Saffron Burrows
222,Alan Cumming
223,Brian O'Halloran
223,Jeff Anderson
223,Marilyn Ghigliotti
223,Lisa Spoonauer
223,Jason Mewes
224,Johnny Depp
224,Marlon Brando
224,Faye Dunaway
224,Géraldine Pailhas
224,Bob Dishy
225,Michael Douglas
225,Demi Moore
225,Donald Sutherland
225,Dylan Baker
225,Jacqueline Kim
227,Wesley Snipes
227,Gary Busey
227,Yancy Butler
227,Michael Jeter
227,Corin Nemec
228,Dylan McDermott
228,Nancy Travis
228,Quentin Tarantino
228,Jim Belushi
228,James Le Gros
229,Sigourney Weaver
229,Ben Kingsley
229,Stuart Wilson
229,Krystia Mova
229,Jonathan Vega
230,Kathy Bates
230,Jennifer Jason Leigh
230,Judy Parfitt
230,Christopher Plummer
230,David Strathairn
231,Jim Carrey
231,Jeff Daniels
231,Lauren Holly
231,Teri Garr
231,Charles Rocket
232,Lung Sihung
232,Yang Kuei-mei
232,Wu Chien-Lien
232,Wang Yu-wen
232,Winston Chao
233,Bruce Greenwood
233,Mia Kirshner
233,Elias Koteas
233,Don McKellar
233,Sarah Polley
234,Dana Delany
234,Paul Mercurio
234,Rosie O'Donnell
234,Dan Aykroyd
234,Hector Elizondo
235,Johnny Depp
235,Martin Landau
235,Sarah Jessica Parker
235,Patricia Arquette
235,Jeffrey Jones
236,Meg Ryan
236,Kevin Kline
236,Timothy Hutton
236,Jean Reno
236,Adam Brooks
237,Billy Crystal
237,Debra Winger
237,Joe Mantegna
237,Cynthia Stevenson
237,Richard Masur
238,Mimi Rogers
238,Jesse Bradford
238,Bruce Davison
238,Tom Bower
238,Joel Palmer
239,Bill Farmer
239,Jason Marsden
239,Rob Paulsen
239,Jim Cummings
239,Kellie Martin
240,Jeff Goldblum
240,Christine Lahti
240,Alicia Silverstone
240,Jeremy Sisto
240,Alfred Molina
241,Matthew Modine
241,Nancy Travis
241,Eric Stoltz
241,Max Pomeranc
241,Ron Perlman
242,Stefano Dionisi
242,Enrico Lo Verso
242,Elsa Zylberstein
242,Jeroen Krabbé
242,Caroline Cellier
243,Doug Stone
243,Kristy Young
243,James Donadio
243,Deborah Hobart
243,Tom Lester
246,William Gates
246,Arthur Agee
246,Gene Pingatore
246,Steve James
246,Dick Vitale
247,Melanie Lynskey
247,Kate Winslet
247,Sarah Peirse
247,Diana Kent
247,Clive Merrison
248,Sinbad
248,Phil Hartman
248,Jeffrey Jones
248,Kim Greist
248,Stan Shaw
249,Gary Oldman
249,Jeroen Krabbé
249,Isabella Rossellini
249,Johanna ter Steege
249,Marco Hofschneider
250,Tom McGowan
250,Aaron Schwartz
250,Shaun Weiss
250,Tom Hodges
250,Leah Lail
251,Christopher Lambert
251,John Lone
251,Joan Chen
251,Yoshio Harada
251,Yoko Shimada
252,Tim Robbins
252,Meg Ryan
252,Walter Matthau
252,Lou Jacobi
252,Gene Saks
253,Tom Cruise
253,Brad Pitt
253,Antonio Banderas
253,Christian Slater
253,Stephen Rea
254,Nick Nolte
254,Greta Scacchi
254,Thandiwe Newton
254,Gwyneth Paltrow
254,Jean-Pierre Aumont
255,John G. Brennan
255,Kamal Ahmed
255,Alan Arkin
255,William Hickey
255,Vincent Pastore
256,Arnold Schwarzenegger
256,Danny DeVito
256,Emma Thompson
256,Frank Langella
256,Pamela Reed
257,Sean Connery
257,Laurence Fishburne
257,Blair Underwood
257,Kate Capshaw
257,Ruby Dee
258,Thomas Ian Nicholas
258,Joss Ackland
258,Art Malik
258,Daniel Craig
258,Kate Winslet
259,David Caruso
259,Nicolas Cage
259,Samuel L. Jackson
259,Helen Hunt
259,Kathryn Erbe
260,Mark Hamill
260,Harrison Ford
260,Carrie Fisher
260,Peter Cushing
260,Alec Guinness
261,Winona Ryder
261,Trini Alvarado
261,Samantha Mathis
261,Kirsten Dunst
261,Claire Danes
262,Liesel Matthews
262,Eleanor Bron
262,Liam Cunningham
262,Rusty Schwimmer
262,Vanessa Lee Chester
263,Crissy Rock
263,Vladimir Vega
263,Sandie Lavelle
263,Mauricio Venegas
263,Ray Winstone
265,Lumi Cavazos
265,Regina Torné
265,Ada Carrasco
265,Marco Leonardi
265,Mario Iván Martínez
266,Brad Pitt
266,Anthony Hopkins
266,Aidan Quinn
266,Julia Ormond
266,Henry Thomas
267,Damon Wayans
267,Karyn Parsons
267,William Hickey
267,Michael Ironside
267,Albert Hall
269,Angel Aviles
269,Seidy López
269,Jacob Vargas
269,Devine
269,Monica Lutton
270,Warren Beatty
270,Annette Bening
270,Katharine Hepburn
270,Garry Shandling
270,Chloe Webb
271,Jessica Lange
271,Halle Berry
271,David Strathairn
271,Cuba Gooding Jr.
271,Daisy Eagan
272,Nigel Hawthorne
272,Helen Mirren
272,Ian Holm
272,Anthony Calf
272,Amanda Donohoe
273,Robert De Niro
273,Kenneth Branagh
273,Tom Hulce
273,Helena Bonham Carter
273,Aidan Quinn
274,Chevy Chase
274,Farrah Fawcett
274,Jonathan Taylor Thomas
274,George Wendt
274,David Shiner
275,Steve Martin
275,Madeline Kahn
275,Rita Wilson
275,Juliette Lewis
275,Anthony LaPaglia
276,Melanie Griffith
276,Ed Harris
276,Michael Patrick Carter
276,Malcolm McDowell
276,Anne Heche
277,Mara Wilson
277,Richard Attenborough
277,Dylan McDermott
277,Elizabeth Perkins
277,J.T. Walsh
278,Sarah Jessica Parker
278,Gil Bellows
278,Antonio Banderas
278,Mia Farrow
278,Paul Mazursky
279,Edward James Olmos
279,Jimmy Smits
279,Esai Morales
279,Jennifer Lopez
279,Jacob Vargas
280,Christian Slater
280,Kevin Bacon
280,Gary Oldman
280,Embeth Davidtz
280,William H. Macy
281,Paul Newman
281,Bruce Willis
281,Melanie Griffith
281,Jessica Tandy
281,Dylan Walsh
282,Jodie Foster
282,Liam Neeson
282,Natasha Richardson
282,Richard Libertini
282,Robin Mullins
283,Sharron Corley
283,Gabriel Casseus
283,Saul Stein
283,Donald Faison
283,Gwen McGee
284,Toru Nakamura
284,Chad McQueen
284,Mira Sorvino
284,Conan Lee
284,Andreas Katsulas
285,Craig Fairbrass
285,Elizabeth Hurley
285,Keith Allen
285,Anita Dobson
285,Jesse Birdsall
287,Laura San Giacomo
287,Paul Rhys
287,Michael O'Keefe
287,Cristi Conaway
287,Fisher Stevens
288,Woody Harrelson
288,Juliette Lewis
288,Robert Downey Jr.
288,Tommy Lee Jones
288,Tom Sizemore
289,Marisa Tomei
289,Robert Downey Jr.
289,Bonnie Hunt
289,Joaquim de Almeida
289,Fisher Stevens
290,Rena Owen
290,Temuera Morrison
290,Mamaengaroa Kerr-Bell
290,Julian Arahanga
290,Taungaroa Emile
291,Alyssa Milano
291,Johnathon Schaech
291,Xander Berkeley
291,Belinda Bauer
291,Camilla Belle
292,Dustin Hoffman
292,Rene Russo
292,Morgan Freeman
292,Kevin Spacey
292,Cuba Gooding Jr.
293,Jean Reno
293,Natalie Portman
293,Gary Oldman
293,Danny Aiello
293,Peter Appel
294,Marisa Tomei
294,Alfred Molina
294,Anjelica Huston
294,Chazz Palminteri
294,Trini Alvarado
295,William Baldwin
295,John Leguizamo
295,Erika Eleniak
295,Michael Lerner
295,Armin Mueller-Stahl
296,John Travolta
296,Samuel L. Jackson
296,Uma Thurman
296,Bruce Willis
296,Ving Rhames
298,Lung Sihung
298,Wang Bozhao
298,Deb Snyder
298,Wang Lai
298,Fanny De Luz
299,Linus Roache
299,Tom Wilkinson
299,Robert Carlyle
299,Cathy Tyson
299,Lesley Sharp
300,Ralph Fiennes
300,Rob Morrow
300,John Turturro
300,Paul Scofield
300,David Paymer
301,Youki Kudoh
301,Akira Takayama
301,Tamlyn Tomita
